"Story","Title","Result","Date","Stability","Duration (s)"
"Descargar Contrato de Tarjeta de Credito","Descargar Contrato de Tarjeta de Credito","FAILURE","2020-09-08T14:05:35.4949432-05:00[America/Bogota]","0.0","27.47"
